mutation_type,count,mean,std
semantic,8039,0.7968652817514617,3.116971518360047
boundary,2528,0.35680379746835444,2.4566009841252585
header,892,0.2085201793721973,1.4979279540741686
structural,5476,0.20745069393718044,2.209168773272281
path/query,1367,0.0021945866861741038,2.2345931621815365
protocol,1115,-0.05291479820627803,2.613642915179172
