mutation_type,count,mean,std
structural,6251,1.4844024956007038,2.03604437057039
semantic,10397,0.9085313071078196,1.52092033333632
boundary,2370,0.829535864978903,1.2960198983060347
header,2657,0.8295069627399323,0.7186643228456325
protocol,1255,0.7784860557768924,2.1536696037151315
path/query,806,0.5,1.6249223583936108
