mutation_type,count,mean,std
structural,5521,0.42800217351929,2.6791475655992003
boundary,3339,0.4144953578915843,2.5911969252250957
semantic,4257,0.41014799154334036,2.6760337054243246
header,1099,0.3375796178343949,2.4553866217893563
path/query,2255,0.1835920177383592,2.6667954729124226
protocol,2161,-0.1078204534937529,2.8002875046124975
